City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,pokrovsk,48.282,37.1758,19.6,36,23,3.03,UA,1712488398
365,kenora,49.8167,-94.4337,0.43,78,100,3.98,CA,1712488398
366,shuangjiang,26.1547,109.7138,13.08,94,94,1.69,CN,1712488397
367,horta,38.5333,-28.6333,16.12,92,75,9.77,PT,1712488175
368,long beach,33.767,-118.1892,11.6,68,0,0.0,US,1712488001
369,cole harbour,44.6724,-63.4751,2.21,91,100,3.58,CA,1712488399
370,maragogi,-9.0122,-35.2225,27.49,80,85,1.42,BR,1712488399
371,gamba,-2.65,10.0,29.06,75,100,2.72,GA,1712488399
372,karratha,-20.7377,116.8463,28.87,44,19,3.35,AU,1712488399
373,ambodifotatra,-16.9833,49.85,27.05,79,54,3.45,MG,1712488399
374,giyani,-23.3025,30.7187,23.29,73,100,4.31,ZA,1712488400
375,fujinomiya,35.2167,138.6167,18.1,87,77,1.34,JP,1712488400
376,nuuk,64.1835,-51.7216,-2.66,80,20,2.57,GL,1712488400
377,stepnoye,51.4,46.8667,12.91,52,61,4.31,RU,1712488400
378,petropavlovsk-kamchatsky,53.0452,158.6483,0.25,73,0,5.81,RU,1712488400
379,kenai,60.5544,-151.2583,-0.48,97,100,2.06,US,1712488400
380,boguchany,58.3814,97.4531,4.92,100,100,3.13,RU,1712488400
381,barranca,-10.75,-77.7667,21.1,91,99,2.3,PE,1712488400
382,yanliang,34.6592,109.2292,20.06,40,85,1.78,CN,1712488401
383,koungou,-12.7336,45.2042,32.84,70,20,3.6,YT,1712488401
384,san andres,12.5847,-81.7006,28.01,83,40,5.66,CO,1712488401
385,acucena,-19.0731,-42.5464,19.72,90,35,0.81,BR,1712488401
386,sougueur,35.1857,1.4961,25.02,16,100,10.76,DZ,1712488401
387,dem'yanovo,60.3511,47.0842,3.55,63,100,4.34,RU,1712488401
388,kulachi,31.9286,70.4592,34.64,9,0,2.62,PK,1712488401
389,newhaven,50.7969,0.0555,15.02,82,1,3.58,GB,1712488401
390,lincoln city,44.9582,-124.0179,7.61,96,50,2.68,US,1712488251
391,mata-utu,-13.2816,-176.1745,29.09,78,63,3.08,WF,1712488402
392,kavieng,-2.5744,150.7967,27.29,83,100,5.18,PG,1712488402
393,twon-brass,4.3151,6.2418,30.02,75,57,4.13,NG,1712488402
394,mejit,10.2753,170.8646,27.01,81,92,9.68,MH,1712488402
395,vung tau,10.346,107.0843,27.88,77,95,6.84,VN,1712488402
396,san luis de la loma,17.2706,-100.8939,24.52,57,0,1.7,MX,1712488402
397,paita,-5.0892,-81.1144,21.64,81,96,3.66,PE,1712488402
398,cadiz,36.5,-5.75,22.29,64,89,3.98,ES,1712488403
399,saint-francois,46.4154,3.9054,20.38,60,0,1.54,FR,1712488403
400,chichiriviche,10.9333,-68.2772,26.63,88,100,4.62,VE,1712488403
401,el calafate,-50.3408,-72.2768,2.87,64,27,2.54,AR,1712488403
402,severnoye,56.3491,78.3619,-2.79,81,63,7.15,RU,1712488403
403,smara,26.7384,-11.6719,23.07,46,27,7.85,EH,1712488403
404,kingsbridge,50.2845,-3.7764,14.41,80,94,12.37,GB,1712488403
405,malabar,-33.9667,151.25,21.54,76,0,3.09,AU,1712488404
406,tukrah,32.5341,20.5791,20.59,54,0,5.78,LY,1712488404
407,palenque,17.5167,-91.9667,24.1,66,0,1.54,MX,1712488404
408,khandyga,62.6667,135.6,-4.68,97,100,0.82,RU,1712488404
409,kudahuvadhoo,2.6708,72.8944,29.25,74,100,2.69,MV,1712488404
410,gaomi,36.3833,119.7528,16.94,37,100,4.71,CN,1712488404
411,xichang,27.8964,102.2634,17.62,59,78,6.11,CN,1712488404
412,praia da vitoria,38.7333,-27.0667,17.09,88,84,5.27,PT,1712488404
413,kapshagay,43.8833,77.0833,17.15,40,85,1.86,KZ,1712488404
414,agat village,13.3886,144.6585,28.06,82,20,4.63,GU,1712488405
415,marka,1.7159,44.7717,31.92,59,88,5.61,SO,1712488405
416,tarquinia,42.2482,11.7553,26.47,66,5,2.58,IT,1712488405
417,mpophomeni,-29.5682,30.1862,13.73,99,100,1.15,ZA,1712488405
418,santa cruz,-17.8,-63.1667,23.22,87,92,3.03,BO,1712488317
419,bamboo flat,11.7,92.7167,31.05,66,40,2.57,IN,1712488405
420,mazamet,43.49,2.373,20.32,65,0,17.49,FR,1712488405
421,gajendragarh,15.7333,75.9833,37.89,16,33,4.52,IN,1712488405
422,zhovti vody,48.3473,33.5003,19.42,42,4,1.33,UA,1712488250
423,noumea,-22.2763,166.4572,22.99,81,100,3.75,NC,1712488117
424,talnakh,69.4865,88.3972,-7.66,86,100,5.8,RU,1712488406
425,ulladulla,-35.35,150.4667,16.54,87,4,4.02,AU,1712488406
426,general villegas,-35.0328,-63.0125,12.41,93,1,3.04,AR,1712488117
427,itaituba,-4.2761,-55.9836,24.26,92,93,0.93,BR,1712488125
428,san pedro pochutla,15.7333,-96.4667,24.3,63,0,1.55,MX,1712488406
429,changtu,42.7788,124.0955,16.55,28,18,5.16,CN,1712488406
430,arkhangel'sk,64.5401,40.5433,-1.94,64,40,6.0,RU,1712488407
431,nova xavantina,-14.6667,-52.35,24.15,89,70,0.17,BR,1712488407
432,saipan,15.1355,145.701,27.39,83,20,8.23,MP,1712488407
433,tofol,5.3248,163.0078,28.43,80,100,8.38,FM,1712488407
434,bandon,51.7469,-8.7425,11.77,83,33,9.88,IE,1712488213
435,massawa,15.6097,39.45,33.13,56,6,6.08,ER,1712488407
436,pishva,35.308,51.7267,28.75,13,100,6.06,IR,1712488407
437,camana,-16.6228,-72.7111,20.98,93,100,3.19,PE,1712488408
438,torghay,49.6339,63.4981,16.82,41,100,3.27,KZ,1712488408
439,marcala,14.15,-88.0333,18.16,84,100,1.53,HN,1712488408
440,labrador city,52.9463,-66.9114,-6.54,95,89,1.81,CA,1712488279
441,am timan,11.0297,20.2827,37.66,30,35,1.01,TD,1712488408
442,aoulef,26.9667,1.0833,36.43,7,61,5.66,DZ,1712488408
443,tari,12.4086,4.4914,37.6,28,99,2.28,NG,1712488408
444,fortuna,40.5982,-124.1573,7.74,96,100,0.0,US,1712488178
445,kasangulu,-4.5911,15.1708,29.52,61,92,1.89,CD,1712488409
446,tikaitnagar,26.95,81.5833,38.74,7,0,5.29,IN,1712488409
447,sao pedro,-22.5486,-47.9139,19.91,86,59,2.39,BR,1712488409
448,driefontein,-27.0177,30.4498,13.73,97,100,3.07,ZA,1712488409
449,el bauga,18.262,33.9081,36.73,7,19,9.02,SD,1712488409
450,tommot,58.9564,126.2925,-9.41,96,100,2.37,RU,1712488409
451,kill devil hills,36.0307,-75.676,9.01,66,0,3.09,US,1712488384
452,staryye ozinki,51.1786,49.6769,10.67,66,90,5.62,RU,1712488410
453,christchurch,-43.5333,172.6333,13.28,85,7,3.09,NZ,1712488335
454,visakhapatnam,17.69,83.2093,31.69,55,4,7.99,IN,1712488209
455,lianhe,47.1333,129.2667,3.37,43,98,5.45,CN,1712488365
456,cidade velha,14.9167,-23.6167,25.26,61,20,10.29,CV,1712488410
457,el salto,20.3333,-104.5,14.44,47,100,0.95,MX,1712488410
458,shenkursk,62.1091,42.896,-0.05,69,94,3.87,RU,1712488410
459,huaibei,33.9744,116.7917,13.62,87,93,3.04,CN,1712488410
460,arraial do cabo,-22.9661,-42.0278,23.92,88,100,1.03,BR,1712488165
461,essaouira,31.5125,-9.77,18.97,77,24,11.52,MA,1712488411
462,palu,-0.8917,119.8707,26.1,97,100,1.1,ID,1712488364
463,suda,59.1525,37.5582,5.06,57,65,2.07,RU,1712488411
464,nema,57.5067,50.5011,2.56,99,100,3.14,RU,1712488411
465,north bend,43.4065,-124.2243,7.14,100,0,3.09,US,1712488411
466,lashio,22.9333,97.75,34.8,16,59,3.15,MM,1712488411
467,kavaratti,10.5669,72.642,30.1,65,61,2.87,IN,1712488412
468,belyy yar,53.6039,91.3903,18.94,26,0,4.0,RU,1712488412
469,la'ie,21.6477,-157.9253,21.36,89,84,5.36,US,1712488412
470,fereydun kenar,36.6864,52.5225,14.1,78,98,7.37,IR,1712488412
471,howrah,22.5892,88.3103,29.0,70,40,3.6,IN,1712488412
472,wenling,28.3669,121.36,13.01,94,99,2.13,CN,1712488203
473,greymouth,-42.4667,171.2,9.97,93,7,1.99,NZ,1712488412
474,carloforte,39.145,8.3058,19.15,61,47,5.28,IT,1712488413
475,yreka,41.7354,-122.6345,3.1,92,100,2.57,US,1712488413
476,karaikkudi,10.0667,78.7833,36.0,33,15,8.51,IN,1712488413
477,mathba,22.2855,89.9629,32.23,54,8,5.07,BD,1712488413
478,lemvig,56.5486,8.3102,14.55,82,58,11.01,DK,1712488139
479,na wa,17.4897,104.1006,38.77,27,50,7.81,TH,1712488413
480,pont rouge,48.8833,-72.0825,-0.43,89,9,2.36,CA,1712488413
481,sinaloa de leyva,25.8333,-108.2333,16.82,47,100,0.79,MX,1712488413
482,vila franca do campo,37.7167,-25.4333,18.27,99,90,8.33,PT,1712488413
483,kirakira,-10.4544,161.9205,27.26,86,71,2.66,SB,1712488414
484,forster,-32.1667,152.5167,17.94,100,0,0.81,AU,1712488414
485,kota belud,6.351,116.4305,26.6,86,99,0.41,MY,1712488374
486,verdal,63.7933,11.4817,12.02,88,100,1.1,NO,1712488414
487,sao jose da coroa grande,-8.8978,-35.1478,27.85,78,84,1.18,BR,1712488414
488,azemmour,33.2895,-8.3425,19.91,67,2,7.56,MA,1712488414
489,coxim,-18.5067,-54.76,25.32,83,58,1.52,BR,1712488127
490,saint-philippe,-21.3585,55.7679,30.06,81,40,2.15,RE,1712488414
491,pangoa,-12.1167,-73.0,19.92,99,100,1.01,PE,1712488414
492,al wakrah,24.85,51.3333,36.05,15,95,5.54,QA,1712488415
493,acapulco de juarez,16.8634,-99.8901,22.9,78,0,0.0,MX,1712488415
494,vilhena,-12.7406,-60.1458,21.68,98,100,2.14,BR,1712488202
495,alice springs,-23.7,133.8833,19.75,36,61,2.57,AU,1712488415
496,chui,-33.6971,-53.4616,16.78,84,100,2.76,UY,1712488415
497,leh,34.1667,77.5833,-1.91,55,85,2.95,IN,1712488415
498,walvis bay,-22.9575,14.5053,17.83,48,0,8.89,NA,1712488415
499,choibalsan,48.0667,114.5,1.93,32,54,4.91,MN,1712488415
500,colonia,50.9333,6.95,22.76,45,0,5.66,DE,1712488219
501,jayapura,-2.5333,140.7,26.66,90,87,2.96,ID,1712488396
502,san julian,21.0167,-102.1667,13.39,50,58,2.03,MX,1712488416
503,san matias,-16.3667,-58.4,25.53,83,95,2.83,BO,1712488276
504,novoishimskiy,53.1981,66.7694,6.93,81,100,5.49,KZ,1712488416
505,katsuura,35.1333,140.3,16.68,93,100,2.83,JP,1712488416
506,solnechnyy,50.7214,136.6319,0.02,63,57,5.1,RU,1712488416
507,lompoc,34.6391,-120.4579,7.18,86,0,5.36,US,1712488416
508,xincheng,33.6333,115.1833,14.93,84,97,3.05,CN,1712488172
509,gao,16.6362,1.637,41.05,7,36,6.87,ML,1712488416
510,berezovyy,51.6667,135.7,-4.79,74,98,2.59,RU,1712488417
511,amalapuram,16.5833,82.0167,33.91,41,48,3.78,IN,1712488417
512,uribia,11.7139,-72.266,25.94,79,97,0.84,CO,1712488417
513,karatuzskoye,53.6072,92.8667,12.43,75,87,0.45,RU,1712488417
514,mahuta,-10.8667,39.45,28.14,72,99,2.69,TZ,1712488417
515,kiruna,67.8557,20.2251,-10.49,79,100,3.6,SE,1712488417
516,malango,-2.9627,119.9001,21.13,100,97,1.41,ID,1712488417
517,hengchun,22.0042,120.7439,27.3,83,4,2.99,TW,1712488418
518,dolores,-36.3132,-57.6792,15.4,89,40,2.59,AR,1712488371
519,kimberley,-28.7323,24.7623,19.83,52,38,7.2,ZA,1712488418
520,panaba,21.2833,-88.2667,19.82,95,3,3.22,MX,1712488418
521,pedernales,18.0384,-71.744,26.51,72,2,0.4,DO,1712488418
522,sanctuary point,-35.1114,150.629,20.42,82,3,3.31,AU,1712488418
523,faxinal,-24.0003,-51.3194,17.67,80,27,2.16,BR,1712488255
524,salinopolis,-0.6136,-47.3561,27.1,83,95,2.9,BR,1712488418
525,junnar,19.2,73.8833,35.02,17,33,6.75,IN,1712488418
526,kapuskasing,49.4169,-82.4331,-3.87,100,47,1.04,CA,1712488419
527,dolbeau-mistassini,48.8763,-72.212,-0.68,89,9,2.76,CA,1712488419
528,al hazm,16.1641,44.7769,32.88,29,29,1.48,YE,1712488419
529,husainabad,24.5333,84.0167,37.99,13,100,7.31,IN,1712488380
530,grand falls-windsor,48.9332,-55.6649,0.84,88,86,0.89,CA,1712488419
531,tshela,-4.9833,12.9333,26.4,92,100,1.66,CD,1712488419
532,saint croix,17.7397,-64.7388,25.53,90,20,2.57,VI,1712488419
533,mezhova,48.2532,36.7347,19.67,35,9,2.77,UA,1712488419
534,callaway,30.153,-85.5699,12.17,93,73,3.43,US,1712488420
535,trabzon,40.9167,39.8333,10.05,71,75,1.54,TR,1712488420
536,sault ste. marie,46.5168,-84.3333,1.31,64,0,2.57,CA,1712488305
537,port isabel,26.0734,-97.2086,23.9,92,100,4.63,US,1712488420
538,butajira,8.1167,38.3667,24.88,46,99,1.75,ET,1712488420
539,bel ombre,-4.6167,55.4167,29.11,72,97,1.79,SC,1712488420
540,saint-louis,16.3333,-15.0,32.02,24,4,6.15,SN,1712488420
541,gorontalo,0.5412,123.0595,24.31,100,100,1.47,ID,1712488421
